+-------------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+-----------------------------------------------------------------+--------+------------------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+-------------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+-----------------------------------------------------------------+--------+------------------------------------------------------------+
| Mod name                      | Registry name                                                | BlockID | Subtypes | Item ID | Item meta | Display name                                                    | Exists | Ore Dict keys                                              |
| Aether Legacy                 | aether_legacy:dungeon_trap                                   |    1938 |     true |    7184 |         0 | Carved Stone                                                    | true   |                                                            |
| Aether Legacy                 | aether_legacy:dungeon_trap                                   |    1938 |     true |    7184 |         1 | Sentry Stone                                                    | true   |                                                            |
| Aether Legacy                 | aether_legacy:dungeon_trap                                   |    1938 |     true |    7184 |         2 | Angelic Stone                                                   | true   |                                                            |
| Aether Legacy                 | aether_legacy:dungeon_trap                                   |    1938 |     true |    7184 |         3 | Light Angelic Stone                                             | true   |                                                            |
| Aether Legacy                 | aether_legacy:dungeon_trap                                   |    1938 |     true |    7184 |         4 | Hellfire Stone                                                  | true   |                                                            |
| Aether Legacy                 | aether_legacy:dungeon_trap                                   |    1938 |     true |    7184 |         5 | Light Hellfire Stone                                            | true   |                                                            |
| Aether Legacy                 | aether_legacy:enchanted_aether_grass                         |    1913 |    false |    7159 |         0 | Enchanted Aether Grass                                          | true   |                                                            |
| Aether Legacy                 | aether_legacy:enchanted_gravitite                            |    1929 |    false |    7175 |         0 | Enchanted Gravitite                                             | true   | blockEnchantedGravitite                                    |
| Aether Legacy                 | aether_legacy:enchanter                                      |    1933 |    false |    7179 |         0 | Altar                                                           | true   |                                                            |
| Aether Legacy                 | aether_legacy:freezer                                        |    1934 |    false |    7180 |         0 | Freezer                                                         | true   |                                                            |
| Aether Legacy                 | aether_legacy:golden_oak_sapling                             |    1946 |    false |    7192 |         0 | Golden Oak Sapling                                              | true   | treeSapling                                                |
| Aether Legacy                 | aether_legacy:gravitite_ore                                  |    1923 |    false |    7169 |         0 | Gravitite Ore                                                   | true   | oreGravitite                                               |
| Aether Legacy                 | aether_legacy:hellfire_double_slab                           |    1972 |    false |    7218 |         0 | Hellfire Double Slab                                            | true   |                                                            |
| Aether Legacy                 | aether_legacy:hellfire_slab                                  |    1980 |    false |    7226 |         0 | Hellfire Slab                                                   | true   |                                                            |
| Aether Legacy                 | aether_legacy:hellfire_stairs                                |    1963 |    false |    7209 |         0 | Hellfire Stairs                                                 | true   |                                                            |
| Aether Legacy                 | aether_legacy:hellfire_wall                                  |    1956 |    false |    7202 |         0 | Hellfire Wall                                                   | true   |                                                            |
| Aether Legacy                 | aether_legacy:holiday_leaves                                 |    1948 |     true |    7194 |         0 | Holiday Leaves                                                  | true   | treeLeaves                                                 |
| Aether Legacy                 | aether_legacy:holiday_leaves                                 |    1948 |     true |    7194 |         1 | Decorated Holiday Leaves                                        | true   | treeLeaves                                                 |
| Aether Legacy                 | aether_legacy:holystone                                      |    1915 |    false |    7161 |         0 | Holystone                                                       | true   |                                                            |
| Aether Legacy                 | aether_legacy:holystone_brick                                |    1917 |    false |    7163 |         0 | Holystone Brick                                                 | true   |                                                            |
| Aether Legacy                 | aether_legacy:holystone_brick_double_slab                    |    1975 |    false |    7221 |         0 | Holystone Brick Double Slab                                     | true   |                                                            |
| Aether Legacy                 | aether_legacy:holystone_brick_slab                           |    1983 |    false |    7229 |         0 | Holystone Brick Slab                                            | true   |                                                            |
| Aether Legacy                 | aether_legacy:holystone_brick_stairs                         |    1967 |    false |    7213 |         0 | Holystone Brick Stairs                                          | true   |                                                            |
| Aether Legacy                 | aether_legacy:holystone_brick_wall                           |    1958 |    false |    7204 |         0 | Holystone Brick Wall                                            | true   |                                                            |
| Aether Legacy                 | aether_legacy:holystone_double_slab                          |    1973 |    false |    7219 |         0 | Holystone Double Slab                                           | true   |                                                            |
| Aether Legacy                 | aether_legacy:holystone_slab                                 |    1981 |    false |    7227 |         0 | Holystone Slab                                                  | true   |                                                            |
| Aether Legacy                 | aether_legacy:holystone_stairs                               |    1966 |    false |    7212 |         0 | Holystone Stairs                                                | true   |                                                            |
| Aether Legacy                 | aether_legacy:holystone_wall                                 |    1957 |    false |    7203 |         0 | Holystone Wall                                                  | true   |                                                            |
| Aether Legacy                 | aether_legacy:icestone                                       |    1920 |    false |    7166 |         0 | Icestone                                                        | true   |                                                            |
| Aether Legacy                 | aether_legacy:incubator                                      |    1935 |    false |    7181 |         0 | Incubator                                                       | true   |                                                            |
| Aether Legacy                 | aether_legacy:locked_dungeon_block                           |    1937 |     true |    7183 |         0 | Carved Stone                                                    | true   |                                                            |
| Aether Legacy                 | aether_legacy:locked_dungeon_block                           |    1937 |     true |    7183 |         1 | Sentry Stone                                                    | true   |                                                            |
| Aether Legacy                 | aether_legacy:locked_dungeon_block                           |    1937 |     true |    7183 |         2 | Angelic Stone                                                   | true   |                                                            |
| Aether Legacy                 | aether_legacy:locked_dungeon_block                           |    1937 |     true |    7183 |         3 | Light Angelic Stone                                             | true   |                                                            |
| Aether Legacy                 | aether_legacy:locked_dungeon_block                           |    1937 |     true |    7183 |         4 | Hellfire Stone                                                  | true   |                                                            |
| Aether Legacy                 | aether_legacy:locked_dungeon_block                           |    1937 |     true |    7183 |         5 | Light Hellfire Stone                                            | true   |                                                            |
| Aether Legacy                 | aether_legacy:mossy_holystone                                |    1916 |    false |    7162 |         0 | Mossy Holystone                                                 | true   |                                                            |
| Aether Legacy                 | aether_legacy:mossy_holystone_double_slab                    |    1974 |    false |    7220 |         0 | Mossy Holystone Double Slab                                     | true   |                                                            |
| Aether Legacy                 | aether_legacy:mossy_holystone_slab                           |    1982 |    false |    7228 |         0 | Mossy Holystone Slab                                            | true   |                                                            |
| Aether Legacy                 | aether_legacy:mossy_holystone_stairs                         |    1965 |    false |    7211 |         0 | Mossy Holystone Stairs                                          | true   |                                                            |
| Aether Legacy                 | aether_legacy:mossy_holystone_wall                           |    1959 |    false |    7205 |         0 | Mossy Holystone Wall                                            | true   |                                                            |
| Aether Legacy                 | aether_legacy:pillar                                         |    1950 |    false |    7196 |         0 | Pillar                                                          | true   |                                                            |
| Aether Legacy                 | aether_legacy:pillar_top                                     |    1951 |    false |    7197 |         0 | Pillar Top                                                      | true   |                                                            |
| Aether Legacy                 | aether_legacy:present                                        |    1949 |    false |    7195 |         0 | Present                                                         | true   |                                                            |
| Aether Legacy                 | aether_legacy:purple_flower                                  |    1943 |    false |    7189 |         0 | Purple Flower                                                   | true   |                                                            |
| Aether Legacy                 | aether_legacy:quicksoil                                      |    1919 |    false |    7165 |         0 | Quicksoil                                                       | true   |                                                            |
| Aether Legacy                 | aether_legacy:quicksoil_glass                                |    1927 |    false |    7173 |         0 | Quicksoil Glass                                                 | true   | blockGlass                                                 |
| Aether Legacy                 | aether_legacy:skyroot_bookshelf                              |    1986 |    false |    7232 |         0 | Skyroot Bookshelf                                               | true   |                                                            |
| Aether Legacy                 | aether_legacy:skyroot_double_slab                            |    1969 |    false |    7215 |         0 | Skyroot Double Slab                                             | true   |                                                            |
| Aether Legacy                 | aether_legacy:skyroot_fence                                  |    1952 |    false |    7198 |         0 | Skyroot Fence                                                   | true   |                                                            |
| Aether Legacy                 | aether_legacy:skyroot_fence_gate                             |    1953 |    false |    7199 |         0 | Skyroot Fence Gate                                              | true   |                                                            |
| Aether Legacy                 | aether_legacy:skyroot_plank                                  |    1926 |    false |    7172 |         0 | Skyroot Plank                                                   | true   |                                                            |
| Aether Legacy                 | aether_legacy:skyroot_sapling                                |    1945 |    false |    7191 |         0 | Skyroot Sapling                                                 | true   | treeSapling                                                |
| Aether Legacy                 | aether_legacy:skyroot_slab                                   |    1977 |    false |    7223 |         0 | Skyroot Slab                                                    | true   | slabWood                                                   |
| Aether Legacy                 | aether_legacy:skyroot_stairs                                 |    1964 |    false |    7210 |         0 | Skyroot Stairs                                                  | true   | stairWood                                                  |
| Aether Legacy                 | aether_legacy:sun_altar                                      |    1985 |    false |    7231 |         0 | Sun Altar                                                       | true   |                                                            |
| Aether Legacy                 | aether_legacy:treasure_chest                                 |    1942 |    false |    7188 |         0 | Treasure Chest                                                  | true   | chest,chestTreasure                                        |
| Aether Legacy                 | aether_legacy:white_flower                                   |    1944 |    false |    7190 |         0 | White Flower                                                    | true   |                                                            |
| Aether Legacy                 | aether_legacy:zanite_block                                   |    1930 |    false |    7176 |         0 | Zanite Block                                                    | true   | blockZanite                                                |
| Aether Legacy                 | aether_legacy:zanite_ore                                     |    1922 |    false |    7168 |         0 | Zanite Ore                                                      | true   | oreZanite                                                  |
| Allomancy                     | allomancy:iron_lever                                         |    1991 |    false |    7370 |         0 | Iron Lever                                                      | true   |                                                            |
| Allomancy                     | allomancy:orecopper                                          |    1989 |    false |    7368 |         0 | Copper Ore                                                      | true   | oreCopper                                                  |
| Allomancy                     | allomancy:orelead                                            |    1988 |    false |    7367 |         0 | Lead Ore                                                        | true   | oreLead                                                    |
| Allomancy                     | allomancy:oretin                                             |    1987 |    false |    7366 |         0 | Tin Ore                                                         | true   | oreTin                                                     |
| Allomancy                     | allomancy:orezinc                                            |    1990 |    false |    7369 |         0 | Zinc Ore                                                        | true   | oreZinc                                                    |
| Applied Energistics 2         | appliedenergistics2:cable_bus                                |     504 |        ? |    4880 |           | AE2 Cable and/or Bus                                            | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:cell_workbench                           |     477 |    false |    4853 |         0 | Cell Workbench                                                  | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:charged_quartz_ore                       |     445 |    false |    4821 |         0 | Charged Certus Quartz Ore                                       | true   | oreCertusQuartz,oreChargedCertusQuartz                     |
| Applied Energistics 2         | appliedenergistics2:charger                                  |     465 |    false |    4841 |         0 | Charger                                                         | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:chest                                    |     474 |    false |    4850 |         0 | ME Chest                                                        | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:chiseled_quartz_block                    |     449 |    false |    4825 |         0 | Chiseled Certus Quartz Block                                    | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:chiseled_quartz_double_slab              |     518 |    false |         |           | tile.appliedenergistics2.chiseled_quartz_double_slab.name       | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:chiseled_quartz_slab                     |     517 |    false |    4887 |         0 | Chiseled Certus Quartz Slabs                                    | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:chiseled_quartz_stairs                   |     502 |    false |    4878 |         0 | Chiseled Certus Quartz Stairs                                   | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:condenser                                |     479 |    false |    4855 |         0 | Matter Condenser                                                | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:controller                               |     472 |    false |    4848 |         0 | ME Controller                                                   | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:crafting_accelerator                     |     487 |    false |    4863 |         0 | Crafting Co-Processing Unit                                     | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:crafting_monitor                         |     492 |    false |    4868 |         0 | Crafting Monitor                                                | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:crafting_storage_16k                     |     490 |    false |    4866 |         0 | 16k Crafting Storage                                            | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:crafting_storage_1k                      |     488 |    false |    4864 |         0 | 1k Crafting Storage                                             | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:crafting_storage_4k                      |     489 |    false |    4865 |         0 | 4k Crafting Storage                                             | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:crafting_storage_64k                     |     491 |    false |    4867 |         0 | 64k Crafting Storage                                            | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:crafting_unit                            |     486 |    false |    4862 |         0 | Crafting Unit                                                   | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:crank                                    |     462 |    false |    4838 |         0 | Wooden Crank                                                    | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:creative_energy_cell                     |     485 |    false |    4861 |         0 | Creative Energy Cell                                            | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:dense_energy_cell                        |     484 |     true |    4860 |         0 | Dense Energy Cell                                               | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:dense_energy_cell                        |     484 |     true |    4860 |         0 | Dense Energy Cell                                               | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:drive                                    |     473 |    false |    4849 |         0 | ME Drive                                                        | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:energy_acceptor                          |     480 |    false |    4856 |         0 | Energy Acceptor                                                 | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:energy_cell                              |     483 |     true |    4859 |         0 | Energy Cell                                                     | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:energy_cell                              |     483 |     true |    4859 |         0 | Energy Cell                                                     | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:fluid_interface                          |     476 |    false |    4852 |         0 | ME Fluid Interface                                              | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:fluix_block                              |     453 |    false |    4829 |         0 | Fluix Block                                                     | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:fluix_double_slab                        |     514 |    false |         |           | tile.appliedenergistics2.fluix_double_slab.name                 | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:fluix_slab                               |     513 |    false |    4885 |         0 | Fluix Slabs                                                     | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:fluix_stairs                             |     500 |    false |    4876 |         0 | Fluix Stairs                                                    | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:grindstone                               |     461 |    false |    4837 |         0 | Quartz Grindstone                                               | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:inscriber                                |     463 |    false |    4839 |         0 | Inscriber                                                       | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:interface                                |     475 |    false |    4851 |         0 | ME Interface                                                    | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:io_port                                  |     478 |    false |    4854 |         0 | ME IO Port                                                      | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:light_detector                           |     494 |    false |    4870 |         0 | Light Detecting Fixture                                         | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:matrix_frame                             |     446 |        ? |    4822 |           | Matrix Frame                                                    | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:molecular_assembler                      |     493 |    false |    4869 |         0 | Molecular Assembler                                             | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:paint                                    |     495 |        ? |    4871 |           | tile.appliedenergistics2.paint.name                             | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:quantum_link                             |     469 |    false |    4845 |         0 | ME Quantum Link Chamber                                         | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:quantum_ring                             |     468 |    false |    4844 |         0 | ME Quantum Ring                                                 | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:quartz_block                             |     447 |    false |    4823 |         0 | Certus Quartz Block                                             | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:quartz_double_slab                       |     516 |    false |         |           | tile.appliedenergistics2.quartz_double_slab.name                | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:quartz_fixture                           |     452 |    false |    4828 |         0 | Charged Quartz Fixture                                          | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:quartz_glass                             |     450 |    false |    4826 |         0 | Quartz Glass                                                    | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:quartz_growth_accelerator                |     482 |    false |    4858 |         0 | Crystal Growth Accelerator                                      | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:quartz_ore                               |     444 |    false |    4820 |         0 | Certus Quartz Ore                                               | true   | oreCertusQuartz                                            |
| Applied Energistics 2         | appliedenergistics2:quartz_pillar                            |     448 |    false |    4824 |         0 | Certus Quartz Pillar                                            | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:quartz_pillar_double_slab                |     520 |    false |         |           | tile.appliedenergistics2.quartz_pillar_double_slab.name         | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:quartz_pillar_slab                       |     519 |    false |    4888 |         0 | Certus Quartz Pillar Slabs                                      | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:quartz_pillar_stairs                     |     503 |    false |    4879 |         0 | Certus Quartz Pillar Stairs                                     | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:quartz_slab                              |     515 |    false |    4886 |         0 | Certus Quartz Slabs                                             | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:quartz_stairs                            |     501 |    false |    4877 |         0 | Certus Quartz Stairs                                            | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:quartz_vibrant_glass                     |     451 |    false |    4827 |         0 | Vibrant Quartz Glass                                            | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:security_station                         |     467 |    false |    4843 |         0 | ME Security Terminal                                            | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:sky_compass                              |     460 |    false |    4836 |         0 | Meteorite Compass                                               | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:sky_stone_block                          |     454 |    false |    4830 |         0 | Sky Stone                                                       | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:sky_stone_brick                          |     456 |    false |    4832 |         0 | Sky Stone Brick                                                 | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:sky_stone_brick_double_slab              |     510 |    false |         |           | tile.appliedenergistics2.sky_stone_brick_double_slab.name       | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:sky_stone_brick_slab                     |     509 |    false |    4883 |         0 | Sky Stone Brick Slabs                                           | true   |                                                            |
| Applied Energistics 2         | appliedenergistics2:sky_stone_brick_stairs                   |     498 |    false |    4874 |         0 | Sky Stone Brick Stairs                                          | true   |                                                            |
