+-----------------------+--------------------------------------------------------+------------------------------+--------+
| Mod name              | Registry name                                          | Entity class name            |     ID |
| Erebus                | erebus:erebus.goo_ball                                 | EntityGooBall                |     74 |
| Erebus                | erebus:erebus.grasshopper                              | EntityGrasshopper            |     10 |
| Erebus                | erebus:erebus.honey_pot_ant                            | EntityHoneyPotAnt            |     58 |
| Erebus                | erebus:erebus.jumping_spider                           | EntityJumpingSpider          |     21 |
| Erebus                | erebus:erebus.lava_web_spider                          | EntityLavaWebSpider          |     34 |
| Erebus                | erebus:erebus.locust                                   | EntityLocust                 |     11 |
| Erebus                | erebus:erebus.magma_crawler                            | EntityMagmaCrawler           |     49 |
| Erebus                | erebus:erebus.midge_swarm                              | EntityMidgeSwarm             |     38 |
| Erebus                | erebus:erebus.money_spider                             | EntityMoneySpider            |     19 |
| Erebus                | erebus:erebus.mosquito                                 | EntityMosquito               |      5 |
| Erebus                | erebus:erebus.moth                                     | EntityMoth                   |     12 |
| Erebus                | erebus:erebus.mucus_bomb_primed                        | EntityMucusBombPrimed        |     55 |
| Erebus                | erebus:erebus.poison_jet                               | EntityPoisonJet              |     78 |
| Erebus                | erebus:erebus.pond_skater                              | EntityPondSkater             |     45 |
| Erebus                | erebus:erebus.praying_mantis                           | EntityPrayingMantis          |     20 |
| Erebus                | erebus:erebus.preserved_block                          | EntityPreservedBlock         |     81 |
| Erebus                | erebus:erebus.punchroom                                | EntityPunchroom              |     39 |
| Erebus                | erebus:erebus.rhino_beetle                             | EntityRhinoBeetle            |     13 |
| Erebus                | erebus:erebus.scorpion                                 | EntityScorpion               |      8 |
| Erebus                | erebus:erebus.scytodes                                 | EntityScytodes               |     18 |
| Erebus                | erebus:erebus.solifuge                                 | EntitySolifuge               |      9 |
| Erebus                | erebus:erebus.solifuge_small                           | EntitySolifugeSmall          |     37 |
| Erebus                | erebus:erebus.spore_ball                               | EntitySporeBall              |     76 |
| Erebus                | erebus:erebus.stag_beetle                              | EntityStagBeetle             |     62 |
| Erebus                | erebus:erebus.tarantula                                | EntityTarantula              |      6 |
| Erebus                | erebus:erebus.tarantula_baby                           | EntityTarantulaBaby          |     44 |
| Erebus                | erebus:erebus.tarantula_egg                            | EntityTarantulaEgg           |     77 |
| Erebus                | erebus:erebus.tarantula_mini_boss                      | EntityTarantulaMiniboss      |     43 |
| Erebus                | erebus:erebus.thrown_sand                              | EntityThrownSand             |     80 |
| Erebus                | erebus:erebus.titan_beetle                             | EntityTitanBeetle            |     27 |
| Erebus                | erebus:erebus.umber_golem                              | EntityUmberGolem             |     53 |
| Erebus                | erebus:erebus.umber_golem_idol                         | EntityUmberGolemDungeonTypes |     56 |
| Erebus                | erebus:erebus.velvet_worm                              | EntityVelvetWorm             |     24 |
| Erebus                | erebus:erebus.wasp                                     | EntityWasp                   |      1 |
| Erebus                | erebus:erebus.wasp_dagger                              | EntityWaspDagger             |     70 |
| Erebus                | erebus:erebus.web_sling                                | EntityWebSling               |     71 |
| Erebus                | erebus:erebus.woodlouse                                | EntityWoodlouse              |     31 |
| Erebus                | erebus:erebus.woodlouse_ball                           | EntityWoodlouseBall          |     75 |
| Erebus                | erebus:erebus.worker_bee                               | EntityWorkerBee              |     23 |
| Erebus                | erebus:erebus.zombie_ant                               | EntityZombieAnt              |     42 |
| Erebus                | erebus:erebus.zombie_ant_soldier                       | EntityZombieAntSoldier       |     60 |
| Galacticraft Core     | galacticraftcore:alien_villager                        | EntityAlienVillager          |      5 |
| Galacticraft Core     | galacticraftcore:buggy                                 | EntityBuggy                  |     10 |
| Galacticraft Core     | galacticraftcore:celestial_screen                      | EntityCelestialFake          |     15 |
| Galacticraft Core     | galacticraftcore:evolved_creeper                       | EntityEvolvedCreeper         |      2 |
| Galacticraft Core     | galacticraftcore:evolved_enderman                      | EntityEvolvedEnderman        |      6 |
| Galacticraft Core     | galacticraftcore:evolved_skeleton                      | EntityEvolvedSkeleton        |      3 |
| Galacticraft Core     | galacticraftcore:evolved_skeleton_boss                 | EntitySkeletonBoss           |      4 |
| Galacticraft Core     | galacticraftcore:evolved_spider                        | EntityEvolvedSpider          |      0 |
| Galacticraft Core     | galacticraftcore:evolved_witch                         | EntityEvolvedWitch           |      7 |
| Galacticraft Core     | galacticraftcore:evolved_zombie                        | EntityEvolvedZombie          |      1 |
| Galacticraft Core     | galacticraftcore:gcflag                                | EntityFlag                   |     11 |
| Galacticraft Core     | galacticraftcore:hanging_schematic                     | EntityHangingSchematic       |     16 |
| Galacticraft Core     | galacticraftcore:lander                                | EntityLander                 |     13 |
| Galacticraft Core     | galacticraftcore:meteor                                | EntityMeteor                 |      9 |
| Galacticraft Core     | galacticraftcore:meteor_chunk                          | EntityMeteorChunk            |     14 |
| Galacticraft Core     | galacticraftcore:para_chest                            | EntityParachest              |     12 |
| Galacticraft Core     | galacticraftcore:rocket_t1                             | EntityTier1Rocket            |      8 |
| Galacticraft Planets  | galacticraftplanets:astro_miner                        | EntityAstroMiner             |     28 |
| Galacticraft Planets  | galacticraftplanets:creeper_boss                       | EntityCreeperBoss            |     19 |
| Galacticraft Planets  | galacticraftplanets:entry_pod                          | EntityEntryPod               |     27 |
| Galacticraft Planets  | galacticraftplanets:entry_pod_venus                    | EntityEntryPodVenus          |     31 |
| Galacticraft Planets  | galacticraftplanets:grapple_hook                       | EntityGrapple                |     25 |
| Galacticraft Planets  | galacticraftplanets:juicer                             | EntityJuicer                 |     29 |
| Galacticraft Planets  | galacticraftplanets:landing_balloons                   | EntityLandingBalloons        |     22 |
| Galacticraft Planets  | galacticraftplanets:projectile_tnt                     | EntityProjectileTNT          |     21 |
| Galacticraft Planets  | galacticraftplanets:rocket_cargo                       | EntityCargoRocket            |     23 |
| Galacticraft Planets  | galacticraftplanets:rocket_t2                          | EntityTier2Rocket            |     20 |
| Galacticraft Planets  | galacticraftplanets:rocket_t3                          | EntityTier3Rocket            |     26 |
| Galacticraft Planets  | galacticraftplanets:slimeling                          | EntitySlimeling              |     18 |
| Galacticraft Planets  | galacticraftplanets:sludgeling                         | EntitySludgeling             |     17 |
| Galacticraft Planets  | galacticraftplanets:small_asteroid                     | EntitySmallAsteroid          |     24 |
| Galacticraft Planets  | galacticraftplanets:spider_queen                       | EntitySpiderQueen            |     30 |
| Galacticraft Planets  | galacticraftplanets:web_shot                           | EntityWebShot                |     32 |
| Immersive Engineering | immersiveengineering:chemthrowershot                   | EntityChemthrowerShot        |      4 |
| Immersive Engineering | immersiveengineering:explosive                         | EntityIEExplosive            |      7 |
| Immersive Engineering | immersiveengineering:fluorescenttube                   | EntityFluorescentTube        |      8 |
| Immersive Engineering | immersiveengineering:railgunshot                       | EntityRailgunShot            |      5 |
| Immersive Engineering | immersiveengineering:revolvershot                      | EntityRevolvershot           |      0 |
| Immersive Engineering | immersiveengineering:revolvershotflare                 | EntityRevolvershotFlare      |      6 |
| Immersive Engineering | immersiveengineering:revolvershothoming                | EntityRevolvershotHoming     |      2 |
| Immersive Engineering | immersiveengineering:revolvershotwolfpack              | EntityWolfpackShot           |      3 |
| Immersive Engineering | immersiveengineering:skylinehook                       | EntitySkylineHook            |      1 |
| Immersive Petroleum   | immersivepetroleum:speedboat                           | EntitySpeedboat              |      0 |
| Minecraft             | minecraft:area_effect_cloud                            | EntityAreaEffectCloud        |      3 |
| Minecraft             | minecraft:armor_stand                                  | EntityArmorStand             |     30 |
| Minecraft             | minecraft:arrow                                        | EntityTippedArrow            |     10 |
| Minecraft             | minecraft:bat                                          | EntityBat                    |     65 |
| Minecraft             | minecraft:blaze                                        | EntityBlaze                  |     61 |
| Minecraft             | minecraft:boat                                         | EntityBoat                   |     41 |
| Minecraft             | minecraft:cave_spider                                  | EntityCaveSpider             |     59 |
| Minecraft             | minecraft:chest_minecart                               | EntityMinecartChest          |     43 |
| Minecraft             | minecraft:chicken                                      | EntityChicken                |     93 |
| Minecraft             | minecraft:commandblock_minecart                        | EntityMinecartCommandBlock   |     40 |
| Minecraft             | minecraft:cow                                          | EntityCow                    |     92 |
| Minecraft             | minecraft:creeper                                      | EntityCreeper                |     50 |
| Minecraft             | minecraft:donkey                                       | EntityDonkey                 |     31 |
| Minecraft             | minecraft:dragon_fireball                              | EntityDragonFireball         |     26 |
| Minecraft             | minecraft:egg                                          | EntityEgg                    |      7 |
| Minecraft             | minecraft:elder_guardian                               | EntityElderGuardian          |      4 |
| Minecraft             | minecraft:ender_crystal                                | EntityEnderCrystal           |    200 |
| Minecraft             | minecraft:ender_dragon                                 | EntityDragon                 |     63 |
| Minecraft             | minecraft:ender_pearl                                  | EntityEnderPearl             |     14 |
| Minecraft             | minecraft:enderman                                     | EntityEnderman               |     58 |
| Minecraft             | minecraft:endermite                                    | EntityEndermite              |     67 |
| Minecraft             | minecraft:evocation_fangs                              | EntityEvokerFangs            |     33 |
| Minecraft             | minecraft:evocation_illager                            | EntityEvoker                 |     34 |
| Minecraft             | minecraft:eye_of_ender_signal                          | EntityEnderEye               |     15 |
| Minecraft             | minecraft:falling_block                                | EntityFallingBlock           |     21 |
| Minecraft             | minecraft:fireball                                     | EntityLargeFireball          |     12 |
| Minecraft             | minecraft:fireworks_rocket                             | EntityFireworkRocket         |     22 |
| Minecraft             | minecraft:furnace_minecart                             | EntityMinecartFurnace        |     44 |
| Minecraft             | minecraft:ghast                                        | EntityGhast                  |     56 |
| Minecraft             | minecraft:giant                                        | EntityGiantZombie            |     53 |
| Minecraft             | minecraft:guardian                                     | EntityGuardian               |     68 |
| Minecraft             | minecraft:hopper_minecart                              | EntityMinecartHopper         |     46 |
| Minecraft             | minecraft:horse                                        | EntityHorse                  |    100 |
| Minecraft             | minecraft:husk                                         | EntityHusk                   |     23 |
| Minecraft             | minecraft:illusion_illager                             | EntityIllusionIllager        |     37 |
| Minecraft             | minecraft:item                                         | EntityItem                   |      1 |
| Minecraft             | minecraft:item_frame                                   | EntityItemFrame              |     18 |
| Minecraft             | minecraft:leash_knot                                   | EntityLeashKnot              |      8 |
| Minecraft             | minecraft:llama                                        | EntityLlama                  |    103 |
| Minecraft             | minecraft:llama_spit                                   | EntityLlamaSpit              |    104 |
| Minecraft             | minecraft:magma_cube                                   | EntityMagmaCube              |     62 |
| Minecraft             | minecraft:minecart                                     | EntityMinecartEmpty          |     42 |
| Minecraft             | minecraft:mooshroom                                    | EntityMooshroom              |     96 |
| Minecraft             | minecraft:mule                                         | EntityMule                   |     32 |
| Minecraft             | minecraft:ocelot                                       | EntityOcelot                 |     98 |
| Minecraft             | minecraft:painting                                     | EntityPainting               |      9 |
| Minecraft             | minecraft:parrot                                       | EntityParrot                 |    105 |
| Minecraft             | minecraft:pig                                          | EntityPig                    |     90 |
| Minecraft             | minecraft:polar_bear                                   | EntityPolarBear              |    102 |
| Minecraft             | minecraft:potion                                       | EntityPotion                 |     16 |
| Minecraft             | minecraft:rabbit                                       | EntityRabbit                 |    101 |
| Minecraft             | minecraft:sheep                                        | EntitySheep                  |     91 |
| Minecraft             | minecraft:shulker                                      | EntityShulker                |     69 |
| Minecraft             | minecraft:shulker_bullet                               | EntityShulkerBullet          |     25 |
| Minecraft             | minecraft:silverfish                                   | EntitySilverfish             |     60 |
| Minecraft             | minecraft:skeleton                                     | EntitySkeleton               |     51 |
| Minecraft             | minecraft:skeleton_horse                               | EntitySkeletonHorse          |     28 |
| Minecraft             | minecraft:slime                                        | EntitySlime                  |     55 |
| Minecraft             | minecraft:small_fireball                               | EntitySmallFireball          |     13 |
| Minecraft             | minecraft:snowball                                     | EntitySnowball               |     11 |
| Minecraft             | minecraft:snowman                                      | EntitySnowman                |     97 |
| Minecraft             | minecraft:spawner_minecart                             | EntityMinecartMobSpawner     |     47 |
| Minecraft             | minecraft:spectral_arrow                               | EntitySpectralArrow          |     24 |
| Minecraft             | minecraft:spider                                       | EntitySpider                 |     52 |
| Minecraft             | minecraft:squid                                        | EntitySquid                  |     94 |
| Minecraft             | minecraft:stray                                        | EntityStray                  |      6 |
| Minecraft             | minecraft:tnt                                          | EntityTNTPrimed              |     20 |
| Minecraft             | minecraft:tnt_minecart                                 | EntityMinecartTNT            |     45 |
| Minecraft             | minecraft:vex                                          | EntityVex                    |     35 |
| Minecraft             | minecraft:villager                                     | EntityVillager               |    120 |
| Minecraft             | minecraft:villager_golem                               | EntityIronGolem              |     99 |
| Minecraft             | minecraft:vindication_illager                          | EntityVindicator             |     36 |
| Minecraft             | minecraft:witch                                        | EntityWitch                  |     66 |
| Minecraft             | minecraft:wither                                       | EntityWither                 |     64 |
| Minecraft             | minecraft:wither_skeleton                              | EntityWitherSkeleton         |      5 |
| Minecraft             | minecraft:wither_skull                                 | EntityWitherSkull            |     19 |
| Minecraft             | minecraft:wolf                                         | EntityWolf                   |     95 |
| Minecraft             | minecraft:xp_bottle                                    | EntityExpBottle              |     17 |
| Minecraft             | minecraft:xp_orb                                       | EntityXPOrb                  |      2 |
| Minecraft             | minecraft:zombie                                       | EntityZombie                 |     54 |
| Minecraft             | minecraft:zombie_horse                                 | EntityZombieHorse            |     29 |
| Minecraft             | minecraft:zombie_pigman                                | EntityPigZombie              |     57 |
| Minecraft             | minecraft:zombie_villager                              | EntityZombieVillager         |     27 |
| MmmMmmMmmMmm          | testdummy:dummy                                        | EntityDummy                  |      0 |
| MmmMmmMmmMmm          | testdummy:floating_number                              | EntityFloatingNumber         |      1 |
| MmmMmmMmmMmm          | testdummy:floating_number_dps                          | EntityDpsFloatingNumber      |      2 |
| Mystcraft             | mystcraft:myst.block                                   | EntityFallingBlock           |      1 |
| Mystcraft             | mystcraft:myst.book                                    | EntityLinkbook               |      0 |
| Mystcraft             | mystcraft:myst.meteor                                  | EntityMeteor                 |      2 |
| Natural Pledge        | naturalpledge:sealarrow                                | EntitySealedArrow            |      0 |
| NetherEx              | nex:bone_spider                                        | EntityBoneSpider             |     14 |
| NetherEx              | nex:brute                                              | EntityBrute                  |     15 |
| NetherEx              | nex:ember                                              | EntityEmber                  |      8 |
| NetherEx              | nex:ghast_queen                                        | EntityGhastQueen             |     16 |
| NetherEx              | nex:ghast_queen_fireball                               | EntityGhastQueenFireball     |     -1 |
| NetherEx              | nex:ghastling                                          | EntityGhastling              |     13 |
| NetherEx              | nex:ghastling_fireball                                 | EntityGhastlingFireball      |      0 |
| NetherEx              | nex:gold_golem                                         | EntityGoldGolem              |      4 |
| NetherEx              | nex:mogus                                              | EntityMogus                  |      5 |
| NetherEx              | nex:nethermite                                         | EntityNethermite             |      9 |
| NetherEx              | nex:obsidian_boat                                      | EntityObsidianBoat           |      1 |
| NetherEx              | nex:pigtificate                                        | EntityPigtificate            |      3 |
| NetherEx              | nex:pigtificate_leader                                 | EntityPigtificateLeader      |      2 |
| NetherEx              | nex:salamander                                         | EntitySalamander             |      6 |
| NetherEx              | nex:spinout                                            | EntitySpinout                |     10 |
| NetherEx              | nex:spore                                              | EntitySpore                  |     12 |
| NetherEx              | nex:spore_creeper                                      | EntitySporeCreeper           |     11 |
| NetherEx              | nex:wight                                              | EntityWight                  |      7 |
| OpenBlocks            | openblocks:cartographer                                | EntityCartographer           |    705 |
| OpenBlocks            | openblocks:glyph                                       | EntityGlyph                  |    711 |
| OpenBlocks            | openblocks:golden_eye                                  | EntityGoldenEye              |    707 |
| OpenBlocks            | openblocks:hang_glider                                 | EntityHangGlider             |    701 |
| OpenBlocks            | openblocks:item_projectile                             | EntityItemProjectile         |    706 |
| OpenBlocks            | openblocks:luggage                                     | EntityLuggage                |    702 |
| OpenBlocks            | openblocks:magnet                                      | EntityMagnet                 |    703 |
| OpenBlocks            | openblocks:mini_me                                     | EntityMiniMe                 |    710 |
| OpenBlocks            | openblocks:mounted_block                               | EntityMountedBlock           |    704 |
| OpenBlocks            | openblocks:player_magnet                               | PlayerBound                  |    708 |
| OpenBlocks            | openblocks:xp_orb_no_fly                               | EntityXPOrbNoFly             |    709 |
| OpenModsLib           | openmods:block                                         | EntityBlock                  |    804 |
| Quark                 | quark:arrow_ender                                      | EntityArrowEnder             |      5 |
| Quark                 | quark:arrow_explosive                                  | EntityArrowExplosive         |      6 |
| Quark                 | quark:arrow_torch                                      | EntityArrowTorch             |      7 |
| Quark                 | quark:ashen                                            | EntityAshen                  |      1 |
| Quark                 | quark:chest_passenger                                  | EntityChestPassenger         |     13 |
| Quark                 | quark:colored_item_frame                               | EntityColoredItemFrame       |      0 |
| Quark                 | quark:dragon_breath_bottle                             | EntityDragonBreathBottle     |     11 |
| Quark                 | quark:dweller                                          | EntityDweller                |      2 |
| Quark                 | quark:flat_item_frame                                  | EntityFlatItemFrame          |      9 |
| Quark                 | quark:glass_item_frame                                 | EntityGlassItemFrame         |     10 |
| Quark                 | quark:parrot_egg                                       | EntityParrotEgg              |     14 |
| Quark                 | quark:pirate                                           | EntityPirate                 |      3 |
| Quark                 | quark:seat                                             | Seat                         |     12 |
| Quark                 | quark:soul_powder                                      | EntitySoulPowder             |      8 |
| Quark                 | quark:wraith                                           | EntityWraith                 |      4 |
| Redstone Arsenal      | redstonearsenal:flux_arrow                             | EntityFluxArrow              |      0 |
| Reliquary             | xreliquary:blaze_shot                                  | EntityBlazeShot              |      5 |
| Reliquary             | xreliquary:buster_shot                                 | EntityBusterShot             |      8 |
| Reliquary             | xreliquary:concussive_shot                             | EntityConcussiveShot         |      7 |
| Reliquary             | xreliquary:ender_shot                                  | EntityEnderShot              |      6 |
| Reliquary             | xreliquary:ender_staff_projectile                      | EntityEnderStaffProjectile   |     23 |
| Reliquary             | xreliquary:exorcism_shot                               | EntityExorcismShot           |      4 |
| Reliquary             | xreliquary:hand_grenade                                | EntityHolyHandGrenade        |      0 |
| Reliquary             | xreliquary:holy_water                                  | EntityGlowingWater           |      1 |
| Reliquary             | xreliquary:kraken_slime                                | EntityKrakenSlime            |     22 |
| Reliquary             | xreliquary:lyssa_hook                                  | EntityLyssaHook              |     14 |
| Reliquary             | xreliquary:neutral_shot                                | EntityNeutralShot            |      3 |
